Word,Morphs
yaq,yaq
ník'aj,nik'aj
frofesor,profesor
chik,chik
baay,baay
yaq,yaq
frofesor,frofesor
ník'aj,nik'aj
chik,chik
ya,ya
jalan,jalan
chaq,chaq
mejor,mejor
usil,usil
xuq,x uq
chik,chik
jun,jun
frofesor,frofesor
chik,chik
mejor,mejor
tqamech',t qa me ch'
naaj,naj
kom,kom
lojori,lojori
chaq,chaq
ye'saj,ye' sáj
ayud,ayud
laq'titzij,la q't itzij
kla',kla'
chaq,chaq
tb'i,t b'i
resaj,r e sáj
taqch,taq ch
aj,aj
chi,chi
naaj,naaj
chaq,chaq
tyu,t yu'
q'ojoman,q'ojoma n
toos,toos
qe,qe
ooj,ooj
ta',ta'
chki',chk i'
ooj,ooj
chikon,chikon
jwi'laq,j wi'l aq
lojori,lojori
per,per
xkani',x kan i'
qak'ute',qa k'ut e'
xqak'uta'n,x qa k'ut a'n
ooj,ooj
xoj,x oj
q'ojomanik,q'ojoma n ik
xiij,x iij
man,man
frofesor,frofesor
marktulyo,marktulyo
qetz,qetz
xwa'x,x wa'x
niri,niri
i,i
niri,niri
xkamw,x kam w
b'ik,b'ik
ke,ke
noo,noo
tcha',t cha'
re,re
tcha',t cha'
re,re
k'etz'en,k'etzen
wunaq,wunaq
noo,noo
don,don
baltasar,baltasar
iin,iin
chwaaj,ch waaj
loke,loke
wi',wi'
laydey,l aydey
ri',ri'
li,li
tqak'ut,t qa k'ut
chuch,ch uch
chuch,ch uch
kistyan,kistyan
tpee,t pee
kistyan,kistyan
naaj,naaj
tik'utunk,ti k'utu n k
neen,neen
wi',wi'
li,li
aldeya,aldeya
neen,neen
neen,neen
wi',wi'
ra,ra
qaq'ojoom,qa q'ojoom
i,i
wi',wi'
ra,ra
ra,ra
moyimiyento,moyimiyento
tqab'an,t qa b'an
ooj,ooj
ojb'enowk,oj b'en ow k
maa,maa
jweranta'n,jweran ta'n
tyuq,t yuq
b'enowoq,b'en ow oq
tons,tons
ri',ri'
li,li
tren,t r en
mostrar,mostrar
chuch,ch uch
kistyan,kistyan
tcha',t cha'
k'etzen,k'etzen
frofesor,frofesor
entons,entons
ooj,ooj
dyakwerd,dyakwerd
aat,aat
q'ojoman,q'ojoma n
taq,taq
i,i
tqak'ut,t qa k'ut
la',la'
wi',wi'
ra,ra
ra,ra
qakapasida,qa kapasida
laj,laj
qaldeya,q aldeya
tcha',t cha'
man,man
frofesor,frofesor
li,li
chi,chi
qe,qe
entons,entons
i,i
tz'eti',tz'et i'
xqak'uta'n,x qa k'ut a'n
baa,baa
lojori,lajori
kom,kom
wi',wi'
chaq,chaq
aportunida,aportunida
ya,ya
lq'ori,lq'ori
ya,ya
ya,ya
ya,ya
kiyeresir,kiyere sir
ya,ya
wi',wi'
chaq,chaq
ra,ra
pwaq,pwaq
tiye'saj,ti ye' sáj
li,li
aldeya,aldeya
tichaq,ti chaq
b'ijme',b'i j me'
taqch,taq ch
ajkobaan,aj kobaan
b'ij,b'ij
me'taqch,me' taq ch
aj,aj
san,san
pedro,pedro
karchaa,karchaa
tichaq,ti chaq
b'ijme'taqch,b'i j me' taq ch
ajnaaj,aj naaj
q'ojoom,q'ojoom
tichaq,ti chaq
toj,toj
taq,taq
por,por
miil,miil
chaq,chaq
i,i
ri',ri'
qe,qe
ooj,ooj
niri,niri
xqatiik,x qa tiik
ra,ra
dose,dose
ketzal,ketzal
qe,qe
xqach'ek,x qa ch'ek
yoos,doos
per,per
re,re
qe,qe
jun,jun
qa,qa
qa,qa
qa,qa
aaw,aaw
tqajaach,t qa jaach
chi,chi
qawch,qa ch
k'exi',k'ex i'
xqatij,x qa tij
chijb'itik,chi j b'it ik
qaldeya,q aldeya
niri,niri
lojori,lojori
kepen,ke peen
yaq,yaq
frofesor,frofesor
kow,kow
chaq,chaq
tijye',ti j ye'
rib'aq,r ib' aq
juntir,juntiir
per,per
qe,qe
ooj,ooj
xqana',x qa na'
luchar,luchar
bastante,bastante
ji'n,ji'n
xqab'it,x qa b'it
salon,salon
usil,usil
xojchaakuni'n,x oj chaaku n i'n
juntir,juntiir
oor,oor
ri',ri'
chaq,chaq
yaq,yaq
yaq,yaq
tijk'iyikaq,ti j k'iy ik aq
lq'ori,lq'ori
wet,wet
wee,wee
tkuxtaj,t kuxta j
jwi'laq,j wi'l aq
o,o
ya,ya
noo,noo
per,per
ooj,ooj
ya,ya
xqab'ita'n,x qa b'it a'n
lajori,lajori
ya,ya
xqab'ita'n,x qa b'it a'n
lojori,lojori
bonit,bonit
chaq,chaq
rilik,r il ik
aldeya,aldeya
i,i
wi',wi'
chaq,chaq
lojori,lojori
chik,chik
ya,ya
primera,primera
diyoos,diyoos
ya,ya
xkan,x kan
qak'ute',qa k'ut e'
jun,jun
kitz,kitz
loke,loke
qakapasida,qa kapasida
laj,laj
qaldeya,q aldeya
pwes,pwes
ri',ri'
li,li
xqa'an,x qa 'an
ooj,ooj
i,i
niri,niri
xqana',x qa na'
luchar,luchar
bastante,bastante
xoj,x oj
chaakuni'n,chaak un i'n
xqana'n,x qa na'n
xqana',x qa na'
perder,perder
qatiyempo,qa tiyemp
pero,pero
ta',ta'
xqab'an,x qa b'an
perder,perder
ooj,ooj
chij,chi j
tambyeen,tambyeen
tanb'ij,t an b'ij
iin,iin
xqana',x qa na'
perder,perder
per,per
ta',ta'
xqab'an,x qa b'an
perder,perder
porke,porke
xkani',x kan i'
qak'ute',qa k'ut e'
qakapasida,qa kapasida
ji'n,ji'n
la',la'
wi',wi'
ra,ra
ra,ra
qupiis,q upiis
ra,ra
wi',wi'
ra,ra
qaq'ab',qa q'aab'
ra,ra
wi',wi'
raqakostumbr,ra qa kostumbr
xqab'ana'n,x qa b'an a'n
xqab'ana'n,x qa b'an a'n
nim,nim
q'iij,q'iij
i,i
xqana',x qa na'
alegrar,alegrar
xqak'uta',x qa k'ut a'
tra,tra
qakostumbr,qa kostumbr
chuch,ch uch
ék'el,ék'el
i,i
lojori,lojori
yaq,yaq
tijin,tijin
jk'iyikaq,j k'iy ik aq
wet,wet
tziiti,tzii ti
xqab'an,x qa b'an
tril,t r il
taq,taq
tijna'tqa',ti j na' tq a'
seguir,seguir
solmente,solamente
si,si
ta',ta'
tzii,tzii
xqa'an,x qa 'an
tril,t r il
taq,taq
tijchupa'tqa',ti j chupa' tq a'
li,li
pero,pero
ya,ya
qe,qe
ooj,ooj
xkani',x kan i'
qane',qa ne'
luchar,luchar
jb'iti',j b'it i'
aldeya,aldeya
lojori,lojori
chuchaq,ch uch aq
i,i
primeramente,primeramente
diyoos,dyoos
lojori,lojori
wi',wi'
chaq,chaq
karetera,karetera
wi',wi'
chaq,chaq
juntir,juntir
ta',ta'
chki',chk i'
k'ex,k'ex
tijtaq,ti j taq
tqa'an,t qa 'an
qanim,qa nim
q'iij,q'iij
lq'ori,lq'ori
nim,nim
q'iij,q'iij
re,re
mariya,mariya
awsiliyadora,awsiliyadora
ya,ya
titulad,titulad
chaq,chaq
ya,ya
xna',x na'
sonar,sonar
ondekeraa,onde keaa
tichaq,ti chaq
pee,pee
ajchinaaj,aj chi naaj
chi,chi
rilik,r il ik
wi',wi'
chaq,chaq
ya,ya
xnimani'n,x nima n i'n
per,per
k'exi',k'ex i'
xqatij,x qa tij
kwand,kwand
xqachol,x qa chol
ra,ra
jb'anik,j b'an ik
ayoos,a yoos
tijb'ij,ti j b'ij
qabesiin,qa besiin
aj,aj
pinaal,pinaal
chi,chi
qe,qe
tq'ax,t q'ax
taq,taq
ayoos,a yoos
tqa'an,t qa 'an
ra,ra
qalmwers,q almwers
kwand,kwand
xqachol,x qa chol
tqa'an,t qa 'an
ra,ra
qalmwers,q almwers
a',a'
beloriy,beloriy
li,li
la',la'
a,a
estan,estan
asyendo,asyendo
belorio,belorio
tcha',t cha'
taq,taq
i,i
wi',wi'
ra,ra
qab'o'j,qa b'o'j
b'a,b'a
q'aaq',q'aaq'
qaqaqan,qa qa q an
ra,ra
qalmwers,q almwers
b'atz'aq,b'a tz'aq
tqab'an,t qa b'an
posaa,posaa
kla',kla'
e,e
per,per
loke,loke
xen,x en
diyoos,diyoos
lojori,lajori
maa,maa
beloriy,beloriy
ta',ta'
chki'n,chk i'n
lojori,lojori
titulaa,titulaa
chaq,chaq
nim,nim
q'iij,q'iij
ya,ya
xa',x ya'
kwent,kwent
chaq,chaq
sansonar,s an sonar
ajsik,ajsik
tons,tons
ri',ri'
li,li
ra,ra
qáchak,qa chak
xqab'an,x qa b'an
e,e
en,en
tiyempo,tiyempo
iin,iin
kwando,kwando
ajiini',aj iin i'
kow,kow
ajiini',aj iin i'
ék'el,ék'el
re',re
xaq,xaq
kom,kom
de,de
de,de
de,de
beyntitres,beyntitres
de,de
beyntikwatro,beyntikwatro
de,de
beyntisink,beyntisink
treyint,treynt
xoj,x oj
injunb',in junb'
iin,iin
niri,niri
niri,niri
xoj,x oj
chakuni'n,chaku n i'n
juntir,juntiir
i,i
primeramente,primeramente
diyoos,diyoos
chak,chak
chak,chak
xinyolow,x in yol ow
e,e
nab'e,nab'e
re',re'
tose,tos
iin,iin
niri,niri
xinkub'eri'n,x in kub' er i'n
porke,porke
jwi'l,j wi'l
inrelijiyon,inrelijiyon
i,i
jwi'li',j wi'l i'
chótix,chótix
i,i
jwi'li',j wi'l i'
taant,taant
est,est
lojori,lojori
pongamos,pongamos
lq'ori,lq'ori
ya,ya
xnimani',x nima n i'
ra,ra
qachak,qa chaak
ya,ya
xkutuni',x k'utu n i'
ra,ra
qachak,qa chak
loke,loke
xqab'an,x qa b'an
entons,entons
oor,oor
lq'ori,lq'ori
yaq,yaq
yaq,yaq
tijin,tijin
jk'iyikaq,j k'iy ik aq
chek,chek
wunaq,wunaq
ri,ri
ya,ya
rechaq,rechaq
ya,ya
rila'tqa'n,r il a' tq a'n
wee,wee
tzii,tzii
xqa'an,x qa 'an
ril,r il
taq,taq
tirna'tqa',ti r na' tq a'
seguir,seguir
li,li
ta',ta'
ta',ta'
ta',ta'
tijchup,t j chup
taq,taq
ta',ta'
tijkomsaj,ti j kom sáj
taq,taq
de,de
loke,loke
tren,t r en
taq,taq
tijb'i,ti j b'i
taq,taq
jwich,j wiich
oor,oor
mikita',mi kita'
tzii,tzii
xqab'an,x qa b'an
re,re
tril,ti r il
taq,taq
tika',tika'
jchupa'tqa',j chupa' tq a'
re',re'
per,per
balemas,bale maas
qe,qe
ooj,ooj
xqatija',x qa tij a'
jq'iijl,j q'iij l
xqatija',x qa tij a'
qachoq'w,qa choq' w
xkan,x kan
qak'ute',qa k'ut e'
i,i
xqak'uta',x qa k'ut a'
ra,ra
chuk',chuk'
tijyol,ti j yol
taq,taq
mir,mir
pwes,pwes
qatija',qa tij a'
jun,jun
ra,ra
qatrag,qa trag
qatija',qa tij a'
jun,jun
ra,ra
qalmwers,q almwers
xya'tqa',x ya' tq a'
jun,jun
qadesayun,qa desayun
i,i
alegre,alegre
xqab'ena',x qa b'e na'
nim,nim
q'iij,q'iij
ji'n,ji'n
entonse,entonse
ya,ya
lq'ori,lq'ori
ya,ya
xkan,x kan
qatoje',qa toj e'
es,es
élunik,el unik
namas,namas
qaaj,qaaj
k'omo,k'omo
chawe,ch aw e
qaaj,qaaj
toor,toor
lajori,lajori
tamb'iij,t am b'iij
kib',kib'
oxib',oxib'
tziij,tziij
loke,loke
xq'apojirch,x q'apoj ir ch
ã³jr,ã³jr
chuch,ch uch
jqaaj,j qaaj
chuch,chuch
chuch,ch uch
jqaaj,j qaaj
chuch,ch uch
jchuuch,j chuuch
i,i
lok,lok
xan,x an
ã³jer,ã³jer
tain,ta i'n
ika',i ka'
peet,peet
rika',rika'
seb'laaj,seb'laaj
keko'temaal,kekot em aal
re,re
xk'iiych,x k'iy ch
taqsaj,taq sãj
wi',wi'
jqaaj,j qaaj
taqsaj,taq sãj
wi,wi'
jchuuch,j chuuch
ifjuntiir,juntiir
tran,t r an
toses,tose
peet,peet
xiij,x iij
rika',rika'
xiij,x iij
jqaaj,j qaaj
re,re
b'iteen,b'it een
lajoroq,lajor oq
pork,pork
in,iin
in,iin
naji',naj i'
inchakuun,in chaku un
naji',naj i'
inb'e'w,in b'ee w
b'iteen,b'it een
aq'ab',aq'ab'
takoj,ta koj
b'i,b'i
inw,iin w
parake,parake
aq'ab',aq'ab'
inb'eek,in b'ee k
pork,pork
ri',ri'
tb'eej,t b'ee j
q'iij,q'iij
mas,mas
chaq,chaq
q'iij,q'iij
mas,mas
chaq,chaq
tk'atoon,t k'at oon
q'iij,q'iij
inaq'an,in aq'an
b'i,b'i
b'aq,b'a q
witz,witz
entonses,entoonses
aq'ab',aq'ab'
tb'iit,t b'iit
aq'ab',aq'ab'
tb'iit,t b'iit
aq'ab',aq'ab'
tran,t r an
b'i,b'i
jwaa,j waa
jqaaj,j qaaj
i,i
tki'koot,t ki'koot
tb'ee,t b'ee
jqaaj,j qaaj
le,le
chaak,chaak
bay,baa
tb'antaj,t b'an taj
chik,chik
li,li
re,re
xi'jqaaj,x i' j qaaj
li,li
chaak,chaak
laq,laq
k'eche'laaj,k'ichelaaj
mjoor,mjoor
tiki'koot,ti ki'koot
b'esel,b'esel
q'iij,q'iij
tqeejch,t qej ch
jqaaj,j qaaj
rik'iil,r ik'iil
jun,jun
b'estyaad,b'estyaad
sii',sii'
i,i
rik'il,r ik'il
tijk'amchich,ti j k'am chi ch
jun,jun
b'estyaad,b'estyaad
q'ooq',q'ooq'
jor,jor
tiki'koot,ti ki'koot
mre,m re
ãnm,ãnim
tyuqi',t yu' i'
li,li
jqaaj,j qaaj
li,li
xya',x ya'
rk'a',r k'a'
xya',x ya'
juntiir,juntiir
xna',x n a'
serbiir,serbiir
jqaaj,j qaaj
baya,baya
ya,ya
despwes,despwes
li,li
xi',x i'
chi',chi'
jqaaj,j qaaj
chik,chik
bay,bay
xpe,x pe
re,re
takowlaaj,t a kow l aa j
awpisaq,aw pis aq
ta,t a
tzak,tzak
jun,jun
qaq'ooq',qa q'ooq'
pork,pork
ooj,ooj
syempr,syempr
kosolkooji',kos ol k ooj i'
xojqeej,x oj qeej
laq,laq
chaak,chaak
xoki',x ok i'
li,li
jor,jor
tiki'koot,ti ki'koot
xtzak,x tzak
re,re
jq'ooq',j q'ooq'
bay,bay
xqeejch,x qej ch
jqaaj,j qaaj
xtij,x tij
xqeejch,x qeej ch
jqaaj,j qaaj
chich,chi ch
li,li
chaak,chaak
chik,chik
k'amol,k'am ol
chich,chi ch
jun,jun
bestyaad,bestyaad
sii',sii'
jwi'l,j wi'l
chik,chik
joor,joor
tki'koot,t ki'koot
re,re
ãnm,ãnim
wi',wi'
jsii',j sii'
re,re
re,re
re,re
re,re
kojb',koj b'
jq'oor,j q'oor
antoses,aantoses
ya,ya
despwes,despwes
li,li
mjoor,mjoor
tzii,tzii
xan,x an
mre,m re
ãnm,ãnim
mjoor,mjoor
tki'koot,t ki'koot
kondo,kondo
jqaaj,j qaaj
tchakun,t chaak un
aq'ab',aq'ab'
e,e
jenon,jenon
re,re
re,re
peen,pena
jb'aniik,j b'an ik
re,re
jpoop,j poop
rijpeen,ri j peen
b'anik,b'an ik
re,re
ropiisa,r opiisa
baya,baya
pe,pe
chik,chik
jchuuch,j chuuch
chik,chik
t'ijre,t'ij re
pork,pork
a,a
qaaj,qaaj
ya,ya
tqeej,t qej
le,le
chaak,chaak
kaye,ka ye
man,man
a,a
poop,poop
kla',kla'
marita,ma rita
li,li
qas,qas
apeenaq,apeen aq
pork,pork
a,a
qaaj,qaaj
naji',naj i'
tpe'w,t pe w
laq,laq
chaak,chaak
i,i
tchqeej,t cheqej
jchi',j chi'
tyuuq,t yuuq
xch'aja',x ch'aj a'
ra,ra
jtzi,j tzi
li,li
xchaqa',x chaq a'
li,li
re,re
ruk'a',ruk' a'
jqaaj,j qaaj
xime',x im e'
re,re
jxaar,j xaar
xch'aja',x ch'aj a'
li,li
jor,jor
ki'kotem,ki'kot em
wiw,wi w
ranm,r anm
ra,ra
ãnm,ãnim
por,por
ke,ke
jqaaj,j qaaj
mjoor,mjoor
ajchaak,aj chaak
kirtyaan,kirtyaan
mjoor,mjoor
ajchaak,aj chaak
wunaq,wunaq
k'amolch,k'am ol ch
raj,ra j
sii',sii'
k'amolch,k'am ol ch
raj,ra j
q'ooq',q'ooq'
tos,tos
kla',kla'
k'u,k'u
li,li
mre,m re
ãnm,ãnim
tiki'koot,ti kikoot
jpech,j pech
jchuuch,j chuuch
bay,bay
ya,ya
despwes,despwes
li,li
kwando,kwando
kwando,kwando
xk'uli',x k'ul i'
jun,jun
xib'aal,xib'aal
nab'ee,nab'ee
qas,qas
nab'eaal,nab'e aal
tosos,tosos
xtok,x tok
jun,jun
xtok,x tok
ãnm,ãnim
porke,porke
mare,ma re
q'apooj,q'apooj
mjoor,mjoor
tzi,tzi
li,li
per,per
kon,kon
xta',x ta'
rixoqil,r ixoqil
man,man
jxib'aal,j xib'aal
mas,mas
xijye',x i j ye'
malaa,malaa
bida,bida
re,re
ta',ta'
ta'chi',ta'ch i'
utziil,utz iil
i,i
ya,ya
man,man
alib'xeel,alib xel
ri',ri'
chaq,chaq
re,r e
joor,joor
tran,t r an
jk'a'nuul,j k'a'n uul
ma,ma
ri',ri'
ta',ta'
chiki',chik i'
bale,bale
mre,m r e
ãnm,ãnim
antose,antose
kla',kla'
k'u,k'u
li,li
mas,mas
xen,x en
desesperaar,desesperaar
ra,ra
ãnm,ãnim
mas,mas
xb'isoon,x b'is on
mãra,mã ra
ãnm,ãnim
porke,porke
ta'chi',ta' ch i'
tzi,tzi
tb'an,t b'an
re,re
ya,ya
xk'exmaji',x k'ex maj i'
man,man
no'j,no'j
mas,mas
xyoojmaj,x yoojma j
kwando,kwando
man,man
alib'xeel,alib' xeel
xyuuq,x yuaq
mas,mas
ch'o'j,ch'o'j
tren,t r en
toses,toses
kla',kla'
k'u,k'u
li,li
tijb'iij,ti j b'iij
jchuuch,j chuuch
re,re
nen,nen
mood,mood
oojwii'n,ooj wii'n
kewlaj,kewlaj
taq,taq
xi',xi'
aqaajaq,a qaaj aq
xe',xe'
witz,witz
mariita',ma rii ta'
tkub'ar,t kub' ar
awãnm,aw ãnim
chib',chib'
man,man
alib'xeel,alib' xeel
ch'aj,ch'aj
rib',r ib'
atziaq,a tzi aq
koj,koj
taq,taq
jkab'laj,j kab'laj
aqaaj,a qaaj
pork,pork
ya,ya
tb'ee,t b'ee
waa,waa
ajsik,ajsik
xoki',x ok i'
li,li
re,re
ãnm,ãnim
chijch'ajiik,chi j ch'aj ik
re,re
jtzi,j tzi
ch'ajmaj,ch'aj maaj
re,re
jtzi,j tzi
jwi'l,j wi'l
bay,bay
xch'ajmaj,x ch'aj maaj
ra,ra
kaa',kaa'
xooki',x ook i'
li,li
chij,chi j
chaqiik,chaq ik
jun,jun
kukub',kukub'
tzee,tzee
bay,bay
ya,ya
despwes,despwes
li,li
chaqmaj,chaq maaj
jun,jun
kukub',kukub'
tzi,tzi
mjoor,mjoor
k'a'n,k'a'n
man,man
alib'xeel,alib' xeel
xpeet,x peet
xpee,x pee
chik,chik
man,man
re,re
chik,chik
xch'aj,x ch'aj
chik,chik
jun,jun
kiitz,kiitz
jtzi,j tzi
xch'ajmaj,x ch'aj maj
jtzi,j tzi
li,li
tril,t r il
tijiin,tijiin
rel,rel
ãnm,ãnim
ya,ya
xchaqmaji',x chaq maj i'
jun,jun
kukub',kukub'
jtzi,j tzi
jwi'l,j wi'l
jwi'l,j wi'l
man,man
retzel,r etzel
re,re
jwi'l,j wi'l
man,man
jkisiyl,j kisiy l
re,re
pet,pet
xok,x ok
chij,chi j
ch'ajiik,ch'aj iik
man,man
jkaa',j kaa'
kita',kita'
lugaar,lugaar
ta,ta
t'ojch,t'oj ch
tz'iil,tz'iil
ralaaj,r alaaj
inq'oor,in q'oor
porke,porke
iin,iin
ch'ajch'aan,ch'ajch'aan
inchapã³n,in chap on
i,i
keta',keta'n
tekojoon,te kojoon
xpek'u,x pe k'u
retzel,r etzel
mre,m re
ãnm,ãnim
tixã­qe,tixi qe
b'i,b'i
jun,jun
paak',paak'
upã©'ml,upã©'ml
la',la'
jkayb'al,j kayb'al
man,man
alib'xeel,alib xeel
bay,bay
xpek'u,x pe k'u
li,li
man,man
alib'xeel,alib' xeel
xpet,x pet
xmolkochiij,x molkochii j
chij,chi j
b'aa,b'aa
mre,m re
q'apooj,q'apooj
ãnm,ãnim
i,i
antoses,antoses
xantaj,x an taj
li,li
ril,r il
jchuuch,j chuuch
ke,ke
mjita',m jiita'
tzi,tzi
tran,t r an
xpee,x pee
chuuch,chuuch
xyu,x yu'
sek'e',sek' e'
ma,ma
re,re
rik'laal,r ik'laal
chi,chi
xik'a'y,xik'a'y
re,r e
li,li
awopisaq,aw opis aq
ri,ri
li,li
achak,a chaak
makata',ma kata'
apenaq,apeen aq
jwaa,j waa
aqaaj,a qaaj
ya,ya
xi',xi'
q'iij,q'iij
rechaq,rechaq
li,li
chaaki',chaak i'
tijin,tijin
taq,taq
i,i
chaaki',chaak i'
tijin,tijin
axib'aal,a xib'aal
axib'aal,a xib'aal
ma,ma
kub'ureemta',kub'ur eem ta'
tijin,tijin
tren,t r en
rechaq,rechaq
noke,noke
rechaq,rechaq
li,li
chaaki,chaak i'
tetijin,te tijin
taq,taq
koj,koj
achã³q'b'aq,a chã³q'b' aq
ya,ya
xi',xi'
q'iij,q'iij
xok,x ok
che,che
oq'eej,oq' eej
mre,m re
ãnm,ãnim
por,por
ke,ke
jwi'l,j wi'l
man,man
aleb'xeel,aleb' xeel
xtiij,x tiij
xik'a'y,xik'a'y
ruk',ruk'
taq,taq
oq'eej,oq' eej
xkoj,x koj
b'i,b'i
jwaa,j waa
mre,m re
ãnm,ãnim
ruk',ruk'
taq,taq
oq'eej,oq' eej
xchapon,x chap on
b'ik,b'ik
antons,antons
xpe,x pe
mre,m re
ãnm,ãnim
kom,kom
wi',wi'
chki',chki'
jun,jun
retz,retz
nab'eaal,nab'e aal
chij,chi j
b'aniik,b'an ik
kab'lujuuj,kab'lujuuj
pork,pork
ya,ya
xi',xi'
q'iij,q'iij
ri,ri
oj,oj
taw,taw
wuka,wuka'
tiyajoni',ti yaj on i'
qataat,qa taat
tcheqej,t cheqej
jchi',j chi'
qataat,qa taat
tjiin,tjiin
taq,taq
le,le
chaak,chaak
bay,bay
kwand,kwand
ril,r il
man,man
aleb'xeel,aleb' xeel
jinon,jilon
li,li
loke,loke
xan,x an
re,re
xook,x ook
chij,chi j
mesiik,mes ik
jch'aat,j ch'aat
xkub'ar,x kub' ar
chi',chi'
ch'aat,ch'aat
chij,chi j
ye'iik,ye' ik
jtu',j tu'
rek'laal,r ek'laal
chi,chi
jb'aniik,j b'an iik
kab'lujuuj,kab'luluuj
antonse,antonse
kond,kond
riil,r iil
jchuuch,j chuuch
mre,m re
ãnm,ãnm
jiloon,jilon
li,li
xpeet,x peet
xyu,x yu'
jok'e',jok' e'
ra,ra
iik,iik
wach,wach
ka',ka'
xan,x an
jwa'x,j wa'x
xtzak,x tzak
li,li
ra,ra
b'o'j,b'o'j
xantaj,x an taj
b'ik,b'ik
xyu,x yu'
jt'o'we',j t'o' we'
rek'laal,r ek'laal
che,che
jb'aniik,j b'an iik
almwers,almwers
xantaj,x an taj
li,li
i,i
man,man
ãnm,ãnim
kub'uli',kub'ul i'
chi',chi'
ch'aat,ch'aat
bay,bay
xpee,x pee
jchuuch,j chuuch
xan,x an
jwa,j wa
kub'lujuuj,kub'lujuuj
xe',x e'
b'i,b'i
jun,jun
tunaaj,tun aaj
waa,waa
xye',x ye'
b'i,b'i
jun,jun
xaar,xaar
ja'q'oor,ja' q'oor
i,i
xye',x ye'
b'i,b'i
jun,jun
tzak,tzak
b'i,b'i
iik,iik
q'utum,q'utum
iik,iik
xe',x e'
jun,jun
to'l,to'l
waa,waa
peen,peen
xe',xe'
rel,rel
ãnm,ãnm
trelaaj,t r elaaj
xijye',x i j ye'
kub'lujuuj,kub'lujuuj
seb'laaj,seb'laaj
tuooq',tu ooq'
oq'eej,oq' eej
jwiich,j wiich
mre,m re
ãnm,ãnim
xtaaw,x taaw
le,le
chaak,chaak
kond,kond
xtaaw,x taaw
le,le
chaak,chaak
xpee,x pee
jqaaj,j qaaj
xiij,x iij
re,re
tij,tij
taq,taq
waa,waa
_âta',ta'
xpee,x pet
a,a
chuuch,chuuch
xaq,xaq
in,in
xintaqch,x in ta' aq ch
ta',ta'
xpee,x pee
re,re
xsik'iij,x sik'iij
jk'ajool,j k'ajool
xtzaj,x tzaj
taq,taq
miij,miij
tij,tij
taq,taq
waa,waa
xpeet,x peet
tnatuun,t natun
wunaq,wunaq
ke,ke
kita',kita'
xtaaw,x taaw
rexã³ql,r ixã³ql
ke,ke
xaq,xaq
re,r e
xtaw,x taw
chij,chi j
ye'iik,ye' iik
waa,waa
bay,bay
despwes,despwes
de,de
ese,ese
li,li
pee,pee
mre,m re
ãnm,ãnim
xk'am,x k'am
juraj,ju ra j
paak',paak'
xook,x ook
chej,che j
resãjk,r esã j ik
re,re
re,re
riikaq,r iik aq
xok,x ok
taq,taq
chi,chi
wiik',wiik'
a,a
per,per
joor,joor
tb'isoon,t b'ison
xok,x ok
chi,chi
wiik',wiik'
porke,porke
kita',kita'
xtaw,x taw
roxoqol,r oxoqol
xaq,xaq
mre,m re
ãnm,ãnm
oq'eej,oq' eej
jwiich,j wiich
xtaaw,x taaw
bay,bay
xantaj,x an taj
li,li
xwi'n,x wi'n
taq,taq
tijmaaj,ti j maaj
jwa,j wa
li,li
maxaqta,ma xaq ta'
oj,oj
ojwi'n,oj wi'n
sub'laaj,sub'laaj
waa,waa
xak'amch,x a k'am ch
miij,miij
sab'er,saber
neen,neen
cheek,cheek
li,li
sub'laaj,sub'laaj
aal,aal
a,a
weqa'n,w iqa'n
xatpeet,x at pet
tij,tij
awat,aw aat
atb'isoon,at b'is oon
twilin,t wi'l in
kiktomaal,kiktom aal
petzelkiin,petz el k iin
ralaaj,r alaaj
awaq,aw taq
_,ta'n
ta'n,miijaa
miijaa,tij
tijawb'an,aw b'an
raj,ra j
sobre,sobre
riik,r iik
jqaaj,j qaaj
xye',x ye'
re,r e
re,r e
jrab'iin,j rab'iin
i,i
xtij,x tij
re,re
jwa,j wa
peer,peer
joor,joor
tib'isoon,ti b'isoon
re,r e
ãnm,ãnim
etons,etons
jqaaj,j qaaj
rila'n,r il a'n
joor,joor
tb'isoon,t b'isoon
ya,ya
xtijmaj,x tij maa j
re,re
jwaa,j waa
li,li
xk'amwaaj,x k'amwaaj
re,re
jwa,j wa
re,r e
jqaaj,j qaaj
xantaj,x an taj
li,li
lojori,lojori
miij,miij
tak'am,ta k'am
b'i,b'i
inmoor,in moor
miij,miij
at,at
ek,ek
b'i,b'i
ameech,a mee ch
jun,jun
b'oraaj,b'oraaj
qatzam,qa tzam
ch'iim,ch'iim
le,le
suwaan,suwaan
i,i
at,at
taaw,taaw
miij,miij
ta,ta
b'ii,b'ii
re,r e
a,a
chuuch,chuuch
tran,t r an
jun,jun
b'o'j,b'o'j
qab'och'b'o'l,qa b'och'b'o'l
re,r e
qasã­neer,qa sã­neer
ta,t aw
wil,il
a,a
b'ee,b'ee
por,por
ke,ke
ch'o'ji',ch'o'j i'
jb'iik,j b'ik
xe'k',xe' ik
antonses,antonses
xqeejch,x qeej ch
xk'amch,x k'am ch
jun,jun
b'oraaj,b'oraaj
jtzam,j tzam
ch'im,ch'im
ajruk',aj ruk'
re',re
xyuuq,x yu'
mjoor,mjoor
galan,galan
ã­chij,ichij
galaan,galaan
ã­chij,ã­chij
taat,taat
_,iy
iyk'u,k'u
li,li
miij,miij
k'am,k'am
b'iik,b'iik
i,i
tatok,t a tok
b'ik,b'ik
